file_path,file_name,source_area,line_number,variable_name,variable_style,extraction_type,likely_role,module_hint,context
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,45,format_rate,snake_case,snake_case_reference,output_contract_field,,"label: ""Hourly drop"", value: format_rate(output_contract.rate_drop_amount), },"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,52,format_rate,snake_case,snake_case_reference,output_contract_field,,"label: ""Direct operating cost"", value: format_rate(output_contract.direct_cost), },"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,67,format_rate,snake_case,snake_case_reference,output_contract_field,,"label: ""Team rate per hour"", value: format_rate(output_contract.team_rate_per_hour), },"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,71,format_rate,snake_case,snake_case_reference,output_contract_field,,"label: ""Implied cost per person per hour"", value: format_rate( output_contract.implied_cost_per_person_per_hour"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,143,headline_rate_pct,snake_case,object_key,output_contract_field,,"equivalent_rate_value: format_rate(output_contract.equivalent_rate), headline_rate_pct: output_contract.fill_percent, lost_rate_pct: 100 - output_contract.fill_percent,"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,139,headline_rate_text,snake_case,object_key,output_contract_field,,"headline_rate_text: format_rate(output_contract.labour_rate), equivalent_rate_text: format_rate(output_contract.equivalent_rate),"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,141,headline_rate_value,snake_case,object_key,output_contract_field,,"equivalent_rate_text: format_rate(output_contract.equivalent_rate), headline_rate_value: format_rate(output_contract.labour_rate), equivalent_rate_value: format_rate(output_contract.equivalent_rate),"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,91,hours_per_person,snake_case,snake_case_reference,output_contract_field,,"label: ""Hours per person"", value: format_hours(output_contract.hours_per_person), },"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,72,implied_cost_per_person_per_hour,snake_case,snake_case_reference,output_contract_field,,"value: format_rate( output_contract.implied_cost_per_person_per_hour ),"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,148,insight_text,snake_case,object_key,output_contract_field,,"insight_text: output_contract.insight_text, };"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,32,label,plain,object_key,output_contract_field,,"{ label: ""Paid hours per year"", value: format_hours(output_contract.paid_hours_per_year),"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,36,label,plain,object_key,output_contract_field,,"{ label: ""Unpaid time across the year"", value: format_hours(output_contract.non_working_hours),"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,40,label,plain,object_key,output_contract_field,,"{ label: ""Hours you actually work"", value: format_hours(output_contract.working_hours),"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,44,label,plain,object_key,output_contract_field,,"{ label: ""Hourly drop"", value: format_rate(output_contract.rate_drop_amount),"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,51,label,plain,object_key,output_contract_field,,"{ label: ""Direct operating cost"", value: format_rate(output_contract.direct_cost),"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,55,label,plain,object_key,output_contract_field,,"{ label: ""Weekly buffer"", value: format_currency(output_contract.weekly_buffer),"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,59,label,plain,object_key,output_contract_field,,"{ label: ""Hours per week"", value: format_hours(output_contract.labour_hours),"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,66,label,plain,object_key,output_contract_field,,"{ label: ""Team rate per hour"", value: format_rate(output_contract.team_rate_per_hour),"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,76,label,plain,object_key,output_contract_field,,"{ label: ""Expected labour margin"", value: `${output_contract.expected_labour_margin_percent.toFixed(1)}%`,"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,80,label,plain,object_key,output_contract_field,,"{ label: ""Total days"", value: `${output_contract.total_days.toFixed(1)} days`,"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,84,label,plain,object_key,output_contract_field,,"{ label: ""Total job value"", value: format_currency(output_contract.total_job_price),"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,90,label,plain,object_key,output_contract_field,,"{ label: ""Hours per person"", value: format_hours(output_contract.hours_per_person),"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,94,label,plain,object_key,output_contract_field,,"{ label: ""Crew days"", value: `${output_contract.crew_days.toFixed(1)} days`,"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,144,lost_rate_pct,snake_case,object_key,output_contract_field,,"headline_rate_pct: output_contract.fill_percent, lost_rate_pct: 100 - output_contract.fill_percent, annual_perfect_text: `If everything went perfectly: ${format_currency(output_contract.perfect_world_income)} / year`,"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,25,m2_rate,snake_case,snake_case_reference,output_contract_field,,"const primary_label = output_contract.mode_key === ""m2_rate"" ? ""This is what the job is earning per person per hour"""
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,63,m2_rate,snake_case,snake_case_reference,output_contract_field,,"] : output_contract.mode_key === ""m2_rate"" ? ["
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,20,mode_key,snake_case,snake_case_reference,output_contract_field,,"const is_labour_reality = output_contract.mode_key === ""labour_rate_reality_check"";"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,25,mode_key,snake_case,snake_case_reference,output_contract_field,,"const primary_label = output_contract.mode_key === ""m2_rate"" ? ""This is what the job is earning per person per hour"""
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,48,mode_key,snake_case,snake_case_reference,output_contract_field,,"] : output_contract.mode_key === ""asset_operator"" ? ["
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,63,mode_key,snake_case,snake_case_reference,output_contract_field,,"] : output_contract.mode_key === ""m2_rate"" ? ["
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,37,non_working_hours,snake_case,snake_case_reference,output_contract_field,,"label: ""Unpaid time across the year"", value: format_hours(output_contract.non_working_hours), },"
hooks\useMaterials.js,useMaterials.js,hooks,59,output_contract,snake_case,output_contract_reference,output_contract_field,,"summary, output_contract: calculated, };"
hooks\useQuickStart.js,useQuickStart.js,hooks,15,output_contract,snake_case,output_contract_reference,output_contract_field,,const output_contract = useMemo(() => { return calculateQuickStart(quick_start_state);
hooks\useQuickStart.js,useQuickStart.js,hooks,22,output_contract,snake_case,output_contract_reference,output_contract_field,,"quick_start_state, output_contract, update_quick_start_field,"
hooks\useQuickStart.js,useQuickStart.js,hooks,28,output_contract,snake_case,output_contract_reference,output_contract_field,,"quick_start_state, output_contract, update_quick_start_field,"
hooks\useQuickStart.js,useQuickStart.js,hooks,35,output_contract,snake_case,output_contract_reference,output_contract_field,,"card, output_contract, };"
hooks\useRevenueSummary.js,useRevenueSummary.js,hooks,28,output_contract,snake_case,output_contract_reference,output_contract_field,,const cost_summary_outputs = cost_summary?.output_contract ?? cost_summary?.outputs ?? {};
hooks\useRevenueSummary.js,useRevenueSummary.js,hooks,70,output_contract,snake_case,output_contract_reference,output_contract_field,,"summary, output_contract: calculated, };"
hooks\useSquareMetreRate.js,useSquareMetreRate.js,hooks,63,output_contract,snake_case,output_contract_reference,output_contract_field,,"summary, output_contract: calculated, };"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,126,output_contract,snake_case,output_contract_reference,output_contract_field,,"primary_label, sub_label: output_contract.sub_label, metrics,"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,129,output_contract,snake_case,output_contract_reference,output_contract_field,,"total_job_value: format_currency(output_contract.total_job_price),"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,131,output_contract,snake_case,output_contract_reference,output_contract_field,,"cost_value: format_currency(output_contract.cost_value), labour_value: format_currency(output_contract.labour_value),"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,132,output_contract,snake_case,output_contract_reference,output_contract_field,,"cost_value: format_currency(output_contract.cost_value), labour_value: format_currency(output_contract.labour_value), remaining_value: format_currency(output_contract.remaining_value),"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,133,output_contract,snake_case,output_contract_reference,output_contract_field,,"labour_value: format_currency(output_contract.labour_value), remaining_value: format_currency(output_contract.remaining_value),"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,135,output_contract,snake_case,output_contract_reference,output_contract_field,,"cost_pct: output_contract.cost_pct, labour_pct: output_contract.labour_pct,"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,136,output_contract,snake_case,output_contract_reference,output_contract_field,,"cost_pct: output_contract.cost_pct, labour_pct: output_contract.labour_pct, remaining_pct: output_contract.remaining_pct,"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,137,output_contract,snake_case,output_contract_reference,output_contract_field,,"labour_pct: output_contract.labour_pct, remaining_pct: output_contract.remaining_pct,"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,139,output_contract,snake_case,output_contract_reference,output_contract_field,,"headline_rate_text: format_rate(output_contract.labour_rate), equivalent_rate_text: format_rate(output_contract.equivalent_rate),"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,140,output_contract,snake_case,output_contract_reference,output_contract_field,,"headline_rate_text: format_rate(output_contract.labour_rate), equivalent_rate_text: format_rate(output_contract.equivalent_rate), headline_rate_value: format_rate(output_contract.labour_rate),"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,141,output_contract,snake_case,output_contract_reference,output_contract_field,,"equivalent_rate_text: format_rate(output_contract.equivalent_rate), headline_rate_value: format_rate(output_contract.labour_rate), equivalent_rate_value: format_rate(output_contract.equivalent_rate),"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,142,output_contract,snake_case,output_contract_reference,output_contract_field,,"headline_rate_value: format_rate(output_contract.labour_rate), equivalent_rate_value: format_rate(output_contract.equivalent_rate), headline_rate_pct: output_contract.fill_percent,"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,143,output_contract,snake_case,output_contract_reference,output_contract_field,,"equivalent_rate_value: format_rate(output_contract.equivalent_rate), headline_rate_pct: output_contract.fill_percent, lost_rate_pct: 100 - output_contract.fill_percent,"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,144,output_contract,snake_case,output_contract_reference,output_contract_field,,"headline_rate_pct: output_contract.fill_percent, lost_rate_pct: 100 - output_contract.fill_percent, annual_perfect_text: `If everything went perfectly: ${format_currency(output_contract.perfect_world_income)} / year`,"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,145,output_contract,snake_case,output_contract_reference,output_contract_field,,"lost_rate_pct: 100 - output_contract.fill_percent, annual_perfect_text: `If everything went perfectly: ${format_currency(output_contract.perfect_world_income)} / year`, annual_real_text: `More realistically: ~ ${format_currency(output_contract.annual_income)} / year`,"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,146,output_contract,snake_case,output_contract_reference,output_contract_field,,"annual_perfect_text: `If everything went perfectly: ${format_currency(output_contract.perfect_world_income)} / year`, annual_real_text: `More realistically: ~ ${format_currency(output_contract.annual_income)} / year`,"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,148,output_contract,snake_case,output_contract_reference,output_contract_field,,"insight_text: output_contract.insight_text, };"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,15,output_contract,snake_case,output_contract_reference,output_contract_field,,"quick_start_state, output_contract, update_quick_start_field,"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,20,output_contract,snake_case,output_contract_reference,output_contract_field,,"const is_labour_reality = output_contract.mode_key === ""labour_rate_reality_check"";"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,22,output_contract,snake_case,output_contract_reference,output_contract_field,,const primary_value = format_rate(output_contract.primary_value);
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,25,output_contract,snake_case,output_contract_reference,output_contract_field,,"const primary_label = output_contract.mode_key === ""m2_rate"" ? ""This is what the job is earning per person per hour"""
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,27,output_contract,snake_case,output_contract_reference,output_contract_field,,"? ""This is what the job is earning per person per hour"" : output_contract.primary_label;"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,33,output_contract,snake_case,output_contract_reference,output_contract_field,,"label: ""Paid hours per year"", value: format_hours(output_contract.paid_hours_per_year), },"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,37,output_contract,snake_case,output_contract_reference,output_contract_field,,"label: ""Unpaid time across the year"", value: format_hours(output_contract.non_working_hours), },"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,41,output_contract,snake_case,output_contract_reference,output_contract_field,,"label: ""Hours you actually work"", value: format_hours(output_contract.working_hours), },"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,45,output_contract,snake_case,output_contract_reference,output_contract_field,,"label: ""Hourly drop"", value: format_rate(output_contract.rate_drop_amount), },"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,48,output_contract,snake_case,output_contract_reference,output_contract_field,,"] : output_contract.mode_key === ""asset_operator"" ? ["
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,52,output_contract,snake_case,output_contract_reference,output_contract_field,,"label: ""Direct operating cost"", value: format_rate(output_contract.direct_cost), },"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,56,output_contract,snake_case,output_contract_reference,output_contract_field,,"label: ""Weekly buffer"", value: format_currency(output_contract.weekly_buffer), },"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,60,output_contract,snake_case,output_contract_reference,output_contract_field,,"label: ""Hours per week"", value: format_hours(output_contract.labour_hours), },"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,63,output_contract,snake_case,output_contract_reference,output_contract_field,,"] : output_contract.mode_key === ""m2_rate"" ? ["
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,67,output_contract,snake_case,output_contract_reference,output_contract_field,,"label: ""Team rate per hour"", value: format_rate(output_contract.team_rate_per_hour), },"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,72,output_contract,snake_case,output_contract_reference,output_contract_field,,"value: format_rate( output_contract.implied_cost_per_person_per_hour ),"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,77,output_contract,snake_case,output_contract_reference,output_contract_field,,"label: ""Expected labour margin"", value: `${output_contract.expected_labour_margin_percent.toFixed(1)}%`, },"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,81,output_contract,snake_case,output_contract_reference,output_contract_field,,"label: ""Total days"", value: `${output_contract.total_days.toFixed(1)} days`, },"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,85,output_contract,snake_case,output_contract_reference,output_contract_field,,"label: ""Total job value"", value: format_currency(output_contract.total_job_price), },"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,91,output_contract,snake_case,output_contract_reference,output_contract_field,,"label: ""Hours per person"", value: format_hours(output_contract.hours_per_person), },"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,95,output_contract,snake_case,output_contract_reference,output_contract_field,,"label: ""Crew days"", value: `${output_contract.crew_days.toFixed(1)} days`, },"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,33,paid_hours_per_year,snake_case,snake_case_reference,output_contract_field,,"label: ""Paid hours per year"", value: format_hours(output_contract.paid_hours_per_year), },"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,145,perfect_world_income,snake_case,snake_case_reference,output_contract_field,,"lost_rate_pct: 100 - output_contract.fill_percent, annual_perfect_text: `If everything went perfectly: ${format_currency(output_contract.perfect_world_income)} / year`, annual_real_text: `More realistically: ~ ${format_currency(output_contract.annual_income)} / year`,"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,145,perfectly,plain,object_key,output_contract_field,,"lost_rate_pct: 100 - output_contract.fill_percent, annual_perfect_text: `If everything went perfectly: ${format_currency(output_contract.perfect_world_income)} / year`, annual_real_text: `More realistically: ~ ${format_currency(output_contract.annual_income)} / year`,"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,125,primary_label,snake_case,snake_case_reference,output_contract_field,,"primary_value, primary_label, sub_label: output_contract.sub_label,"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,24,primary_label,snake_case,declaration,output_contract_field,,"const primary_label = output_contract.mode_key === ""m2_rate"""
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,27,primary_label,snake_case,snake_case_reference,output_contract_field,,"? ""This is what the job is earning per person per hour"" : output_contract.primary_label;"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,22,primary_value,snake_case,declaration,output_contract_field,,const primary_value = format_rate(output_contract.primary_value);
hooks\useQuickStart.js,useQuickStart.js,hooks,16,quick_start_state,snake_case,snake_case_reference,output_contract_field,,"const output_contract = useMemo(() => { return calculateQuickStart(quick_start_state); }, [quick_start_state]);"
hooks\useQuickStart.js,useQuickStart.js,hooks,21,quick_start_state,snake_case,snake_case_reference,output_contract_field,,"return buildQuickStartCard({ quick_start_state, output_contract,"
hooks\useQuickStart.js,useQuickStart.js,hooks,27,quick_start_state,snake_case,snake_case_reference,output_contract_field,,"}, [ quick_start_state, output_contract,"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,14,quick_start_state,snake_case,snake_case_reference,output_contract_field,,"export function buildQuickStartCard({ quick_start_state, output_contract,"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,45,rate_drop_amount,snake_case,snake_case_reference,output_contract_field,,"label: ""Hourly drop"", value: format_rate(output_contract.rate_drop_amount), },"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,146,realistically,plain,object_key,output_contract_field,,"annual_perfect_text: `If everything went perfectly: ${format_currency(output_contract.perfect_world_income)} / year`, annual_real_text: `More realistically: ~ ${format_currency(output_contract.annual_income)} / year`,"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,137,remaining_pct,snake_case,object_key,output_contract_field,,"labour_pct: output_contract.labour_pct, remaining_pct: output_contract.remaining_pct,"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,133,remaining_value,snake_case,object_key,output_contract_field,,"labour_value: format_currency(output_contract.labour_value), remaining_value: format_currency(output_contract.remaining_value),"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,126,sub_label,snake_case,object_key,output_contract_field,,"primary_label, sub_label: output_contract.sub_label, metrics,"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,67,team_rate_per_hour,snake_case,snake_case_reference,output_contract_field,,"label: ""Team rate per hour"", value: format_rate(output_contract.team_rate_per_hour), },"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,81,total_days,snake_case,snake_case_reference,output_contract_field,,"label: ""Total days"", value: `${output_contract.total_days.toFixed(1)} days`, },"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,129,total_job_price,snake_case,snake_case_reference,output_contract_field,,"total_job_value: format_currency(output_contract.total_job_price),"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,85,total_job_price,snake_case,snake_case_reference,output_contract_field,,"label: ""Total job value"", value: format_currency(output_contract.total_job_price), },"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,129,total_job_value,snake_case,object_key,output_contract_field,,"total_job_value: format_currency(output_contract.total_job_price),"
hooks\useQuickStart.js,useQuickStart.js,hooks,23,update_quick_start_field,snake_case,snake_case_reference,output_contract_field,,"output_contract, update_quick_start_field, reset_quick_start_state,"
hooks\useQuickStart.js,useQuickStart.js,hooks,29,update_quick_start_field,snake_case,snake_case_reference,output_contract_field,,"output_contract, update_quick_start_field, reset_quick_start_state,"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,16,update_quick_start_field,snake_case,snake_case_reference,output_contract_field,,"output_contract, update_quick_start_field, reset_quick_start_state,"
lib\selectors\quickStartSelectors.js,quickStartSelectors.js,lib,33,value,plain,object_key,output_contract_field,,"label: ""Paid hours per year"", value: format_hours(output_contract.paid_hours_per_year), },"
